prediction,pass_probability,fail_probability,risk_level,predicted_outcome,feature_min_score,feature_code_module_encoded,feature_avg_score,feature_is_unregistered,feature_num_assessments,actual_outcome,actual_outcome_label,correct_prediction
0,0.000697524171308754,0.9993024758286913,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006977984867311566,0.9993022015132689,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006977984867311566,0.9993022015132689,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006977984867311566,0.9993022015132689,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006981790771131348,0.9993018209228869,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006981790771131348,0.9993018209228869,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006988302045100277,0.99930116979549,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0006989315832599149,0.99930106841674,High,Fail,75.0,5,82.0,1,2.0,0,Fail,1
0,0.000699346758663742,0.9993006532413362,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007032673064195263,0.9992967326935804,High,Fail,38.0,5,56.25,1,4.0,0,Fail,1
0,0.0007038476131135242,0.9992961523868865,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007038476131135242,0.9992961523868865,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007046871908774645,0.9992953128091225,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007051654778720695,0.999294834522128,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.00070765413969678,0.9992923458603032,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007079324361109403,0.9992920675638891,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007089791266335544,0.9992910208733664,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007103324320938477,0.9992896675679062,High,Fail,17.0,5,58.5,1,4.0,0,Fail,1
0,0.0007109494941084623,0.9992890505058916,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007123108138753297,0.9992876891861247,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007139269921557901,0.9992860730078442,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007140917167883616,0.9992859082832116,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007143501671331196,0.9992856498328668,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.000715499190607707,0.9992845008093922,High,Fail,42.0,5,59.75,1,4.0,0,Fail,1
0,0.0007197078298116625,0.9992802921701883,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.000720399027391061,0.9992796009726089,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.000720399027391061,0.9992796009726089,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.000720399027391061,0.9992796009726089,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007242397179573909,0.9992757602820426,High,Fail,68.0,5,76.16666666666667,1,6.0,0,Fail,1
0,0.0007244257768441877,0.9992755742231558,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007262297009004085,0.9992737702990996,High,Fail,64.0,5,73.0,1,2.0,0,Fail,1
0,0.0007262322325787684,0.9992737677674213,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007271080191133219,0.9992728919808866,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007294702661807487,0.9992705297338192,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007323961202649673,0.999267603879735,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007364289414863621,0.9992635710585136,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007380866692541648,0.9992619133307459,High,Fail,54.0,5,62.66666666666666,1,3.0,0,Fail,1
0,0.0007384270685947786,0.9992615729314053,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007386598413345464,0.9992613401586654,High,Fail,71.0,5,72.33333333333333,1,3.0,0,Fail,1
0,0.0007409111424834488,0.9992590888575166,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007412064528872657,0.9992587935471128,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007420166536897396,0.9992579833463102,High,Fail,84.0,5,88.0,0,2.0,0,Fail,1
0,0.0007428152366270567,0.999257184763373,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007428152366270567,0.999257184763373,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007469263620293402,0.9992530736379707,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007484063484180323,0.999251593651582,High,Fail,74.0,5,86.0,1,2.0,0,Fail,1
0,0.0007541041436387931,0.9992458958563613,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007562936986214775,0.9992437063013785,High,Fail,56.0,5,68.66666666666667,1,6.0,0,Fail,1
0,0.000756334112642489,0.9992436658873575,High,Fail,52.0,5,73.75,1,4.0,0,Fail,1
0,0.0007565909367098952,0.9992434090632901,High,Fail,78.0,5,85.75,1,4.0,0,Fail,1
0,0.0007567044018908229,0.9992432955981092,High,Fail,50.0,6,50.0,1,1.0,0,Fail,1
0,0.0007570067557861408,0.9992429932442138,High,Fail,66.0,5,66.0,1,1.0,0,Fail,1
0,0.0007575922425644888,0.9992424077574356,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.000757755450226597,0.9992422445497734,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007616892076183671,0.9992383107923817,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007640714490622151,0.9992359285509378,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007657828706175663,0.9992342171293824,High,Fail,60.0,5,66.66666666666667,0,3.0,0,Fail,1
0,0.0007661969211339657,0.999233803078866,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007697714320101112,0.9992302285679899,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007704169259996839,0.9992295830740003,High,Fail,60.0,5,60.0,1,1.0,0,Fail,1
0,0.0007704902792927367,0.9992295097207072,High,Fail,73.0,5,73.5,1,2.0,0,Fail,1
0,0.0007723184728691346,0.9992276815271308,High,Fail,57.0,5,76.66666666666667,1,6.0,0,Fail,1
0,0.0007763921774563427,0.9992236078225436,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007763921774563427,0.9992236078225436,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007769660184991414,0.9992230339815008,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007834300407605204,0.9992165699592395,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007870090733208152,0.9992129909266791,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007888577992081264,0.9992111422007919,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007945190700686025,0.9992054809299314,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007945190700686025,0.9992054809299314,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007945190700686025,0.9992054809299314,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007946064231605809,0.9992053935768395,High,Fail,52.0,5,56.0,1,2.0,0,Fail,1
0,0.0007948066062347745,0.9992051933937652,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0007951854886911098,0.9992048145113089,High,Fail,86.0,5,86.0,1,1.0,0,Fail,1
0,0.0007961611875009542,0.9992038388124991,High,Fail,85.0,5,85.0,1,1.0,0,Fail,1
0,0.0007988813359507938,0.9992011186640493,High,Fail,66.0,5,69.0,1,2.0,0,Fail,1
0,0.0007995252356290282,0.999200474764371,High,Fail,80.0,5,80.0,1,1.0,0,Fail,1
0,0.00080080324497891,0.9991991967550211,High,Fail,82.0,5,82.0,1,1.0,0,Fail,1
0,0.0008030984746788435,0.9991969015253211,High,Fail,52.0,5,60.0,1,3.0,0,Fail,1
0,0.0008041510170500786,0.9991958489829499,High,Fail,20.0,5,20.0,1,1.0,0,Fail,1
0,0.0008047734120229188,0.9991952265879771,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0008066958750624357,0.9991933041249376,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0008094843258313573,0.9991905156741686,High,Fail,32.0,5,50.0,1,2.0,0,Fail,1
0,0.0008118444102075075,0.9991881555897925,High,Fail,64.0,5,66.0,1,2.0,0,Fail,1
0,0.0008132075862382008,0.9991867924137618,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0008157796528662577,0.9991842203471337,High,Fail,44.0,5,44.0,1,1.0,0,Fail,1
0,0.0008181633457327097,0.9991818366542673,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0008181984988296475,0.9991818015011703,High,Fail,46.0,5,70.33333333333333,1,3.0,0,Fail,1
0,0.0008200338227803422,0.9991799661772196,High,Fail,60.0,5,75.25,1,4.0,0,Fail,1
0,0.0008212882646067475,0.9991787117353933,High,Fail,68.0,5,68.0,1,1.0,0,Fail,1
0,0.0008231924217903468,0.9991768075782097,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0008270556020399376,0.9991729443979601,High,Fail,65.0,5,75.83333333333333,1,6.0,0,Fail,1
0,0.0008301418911591289,0.9991698581088408,High,Fail,70.0,5,70.0,1,1.0,0,Fail,1
0,0.0008330260739180862,0.9991669739260819,High,Fail,50.0,5,50.0,1,1.0,0,Fail,1
0,0.0008354442855311882,0.9991645557144688,High,Fail,30.0,5,31.0,1,2.0,0,Fail,1
0,0.0008356971209792449,0.9991643028790208,High,Fail,32.0,5,57.25,1,4.0,0,Fail,1
0,0.0008373587242338818,0.9991626412757662,High,Fail,64.0,5,67.0,1,2.0,0,Fail,1
0,0.0008487802289759949,0.9991512197710241,High,Fail,70.0,5,70.0,1,1.0,0,Fail,1
0,0.0008489590332275047,0.9991510409667725,High,Fail,74.0,5,86.66666666666667,1,3.0,0,Fail,1
0,0.0008489901759616427,0.9991510098240384,High,Fail,80.0,5,88.5,1,4.0,0,Fail,1
0,0.0008564645546376409,0.9991435354453624,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0008564645546376409,0.9991435354453624,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.0008589930797277525,0.9991410069202723,High,Fail,82.0,5,82.0,1,1.0,0,Fail,1
0,0.0008603156912405002,0.9991396843087595,High,Fail,56.0,5,68.66666666666667,1,3.0,0,Fail,1
0,0.0008625864805342715,0.9991374135194657,High,Fail,84.0,5,84.0,1,1.0,0,Fail,1
0,0.0008642276326689611,0.9991357723673311,High,Fail,60.0,5,76.0,1,0.0,0,Fail,1
0,0.00086926533143333,0.9991307346685667,High,Fail,68.0,5,68.0,1,1.0,0,Fail,1
0,0.0008752100335949852,0.999124789966405,High,Fail,0.0,5,0.0,1,2.0,0,Fail,1
